#1_usercol 2_usercol 3_usercol 7.5
Pdest_CA_v0.1-87 40000 60000 0.5208
Pdest_CA_v0.1-87 50000 70000 0.5215
Pdest_CA_v0.1-87 60000 80000 0.5347
Pdest_CA_v0.1-87 70000 90000 0.5327
Pdest_CA_v0.1-87 80000 100000 0.50675
Pdest_CA_v0.1-87 90000 110000 0.498699
Pdest_CA_v0.1-87 100000 120000 0.516667
Pdest_CA_v0.1-87 110000 130000 0.52235
Pdest_CA_v0.1-87 120000 140000 0.51875
Pdest_CA_v0.1-87 130000 150000 0.5136
Pdest_CA_v0.1-87 140000 160000 0.5101
Pdest_CA_v0.1-87 150000 162116 0.514279
Pdest_CA_v0.1-88 0 20000 0.50895
Pdest_CA_v0.1-88 10000 30000 0.52465
Pdest_CA_v0.1-88 20000 40000 0.52575
Pdest_CA_v0.1-88 30000 50000 0.53455
Pdest_CA_v0.1-88 40000 60000 0.53105
Pdest_CA_v0.1-88 50000 70000 0.5183
Pdest_CA_v0.1-88 60000 80000 0.52225
Pdest_CA_v0.1-88 70000 90000 0.5264
Pdest_CA_v0.1-88 80000 100000 0.5058
Pdest_CA_v0.1-88 90000 110000 0.51095
Pdest_CA_v0.1-88 100000 120000 0.5244
Pdest_CA_v0.1-88 110000 130000 0.52145
Pdest_CA_v0.1-88 120000 140000 0.50895
Pdest_CA_v0.1-88 130000 150000 0.49825
Pdest_CA_v0.1-88 140000 154103 0.500603
Pdest_CA_v0.1-89 0 20000 0.4915
Pdest_CA_v0.1-89 10000 30000 0.49185
Pdest_CA_v0.1-89 20000 40000 0.49575
Pdest_CA_v0.1-89 30000 50000 0.49585
Pdest_CA_v0.1-89 40000 60000 0.50355
Pdest_CA_v0.1-89 50000 70000 0.523
Pdest_CA_v0.1-89 60000 80000 0.5274
Pdest_CA_v0.1-89 70000 90000 0.527277
Pdest_CA_v0.1-89 80000 100000 0.527878
Pdest_CA_v0.1-89 90000 110000 0.5276
Pdest_CA_v0.1-89 100000 120000 0.5403
Pdest_CA_v0.1-89 110000 130000 0.53785
Pdest_CA_v0.1-89 120000 140000 0.51455
Pdest_CA_v0.1-89 130000 150000 0.51755
Pdest_CA_v0.1-89 140000 152566 0.527853
Pdest_CA_v0.1-90 0 20000 0.5023
Pdest_CA_v0.1-90 10000 30000 0.52325
Pdest_CA_v0.1-90 20000 40000 0.51475
Pdest_CA_v0.1-90 30000 50000 0.5092
Pdest_CA_v0.1-90 40000 60000 0.50715
Pdest_CA_v0.1-90 50000 70000 0.5089
Pdest_CA_v0.1-90 60000 80000 0.50715
Pdest_CA_v0.1-90 70000 90000 0.50695
Pdest_CA_v0.1-90 80000 100000 0.52635
Pdest_CA_v0.1-90 90000 110000 0.52605
Pdest_CA_v0.1-90 100000 120000 0.52535
Pdest_CA_v0.1-90 110000 130000 0.52605
Pdest_CA_v0.1-90 120000 140000 0.50971
Pdest_CA_v0.1-90 130000 146776 0.487825
Pdest_CA_v0.1-91 0 20000 0.50015
Pdest_CA_v0.1-91 10000 30000 0.5139
Pdest_CA_v0.1-91 20000 40000 0.50545
Pdest_CA_v0.1-91 30000 50000 0.5019
Pdest_CA_v0.1-91 40000 60000 0.50695
Pdest_CA_v0.1-91 50000 70000 0.5099
Pdest_CA_v0.1-91 60000 80000 0.51545
Pdest_CA_v0.1-91 70000 90000 0.51585
Pdest_CA_v0.1-91 80000 100000 0.52095
Pdest_CA_v0.1-91 90000 110000 0.5232
Pdest_CA_v0.1-91 100000 120000 0.51935
Pdest_CA_v0.1-91 110000 130000 0.50415
Pdest_CA_v0.1-91 120000 140000 0.4989
Pdest_CA_v0.1-91 130000 146667 0.50267
Pdest_CA_v0.1-92 0 20000 0.513864
Pdest_CA_v0.1-92 10000 30000 0.527177
Pdest_CA_v0.1-92 20000 40000 0.51895
Pdest_CA_v0.1-92 30000 50000 0.49845
Pdest_CA_v0.1-92 40000 60000 0.49365
Pdest_CA_v0.1-92 50000 70000 0.5062
Pdest_CA_v0.1-92 60000 80000 0.51595
Pdest_CA_v0.1-92 70000 90000 0.517
Pdest_CA_v0.1-92 80000 100000 0.525275
Pdest_CA_v0.1-92 90000 110000 0.515866
Pdest_CA_v0.1-92 100000 120000 0.50625
Pdest_CA_v0.1-92 110000 130000 0.5103
Pdest_CA_v0.1-92 120000 140000 0.515
Pdest_CA_v0.1-92 130000 144545 0.517772
Pdest_CA_v0.1-93 0 20000 0.533233
Pdest_CA_v0.1-93 10000 30000 0.523223
Pdest_CA_v0.1-93 20000 40000 0.51745
Pdest_CA_v0.1-93 30000 50000 0.5163
Pdest_CA_v0.1-93 40000 60000 0.5266
Pdest_CA_v0.1-93 50000 70000 0.53135
Pdest_CA_v0.1-93 60000 80000 0.499
Pdest_CA_v0.1-93 70000 90000 0.50125
Pdest_CA_v0.1-93 80000 100000 0.53395
Pdest_CA_v0.1-93 90000 110000 0.5283
Pdest_CA_v0.1-93 100000 120000 0.5092
Pdest_CA_v0.1-93 110000 130000 0.5144
Pdest_CA_v0.1-93 120000 140000 0.52245
Pdest_CA_v0.1-93 130000 142013 0.521518
Pdest_CA_v0.1-94 0 20000 0.51395
Pdest_CA_v0.1-94 10000 30000 0.5251
Pdest_CA_v0.1-94 20000 40000 0.51795
Pdest_CA_v0.1-94 30000 50000 0.509
Pdest_CA_v0.1-94 40000 60000 0.50205
Pdest_CA_v0.1-94 50000 70000 0.5104
Pdest_CA_v0.1-94 60000 80000 0.52045
Pdest_CA_v0.1-94 70000 90000 0.52795
Pdest_CA_v0.1-94 80000 100000 0.5288
Pdest_CA_v0.1-94 90000 110000 0.5042
Pdest_CA_v0.1-94 100000 120000 0.509
Pdest_CA_v0.1-94 110000 130000 0.5128
Pdest_CA_v0.1-94 120000 140000 0.5135
Pdest_CA_v0.1-94 130000 140951 0.523331
Pdest_CA_v0.1-95 0 20000 0.5117
Pdest_CA_v0.1-95 10000 30000 0.51575
Pdest_CA_v0.1-95 20000 40000 0.51835
Pdest_CA_v0.1-95 30000 50000 0.5164
Pdest_CA_v0.1-95 40000 60000 0.5102
Pdest_CA_v0.1-95 50000 70000 0.52035
Pdest_CA_v0.1-95 60000 80000 0.52575
Pdest_CA_v0.1-95 70000 90000 0.53235
Pdest_CA_v0.1-95 80000 100000 0.52485
Pdest_CA_v0.1-95 90000 110000 0.51575
Pdest_CA_v0.1-95 100000 120000 0.5134
Pdest_CA_v0.1-95 110000 130000 0.5059
Pdest_CA_v0.1-95 120000 137014 0.504349
Pdest_CA_v0.1-96 0 20000 0.49965
Pdest_CA_v0.1-96 10000 30000 0.50635
Pdest_CA_v0.1-96 20000 40000 0.5079
Pdest_CA_v0.1-96 30000 50000 0.51515
Pdest_CA_v0.1-96 40000 60000 0.52195
Pdest_CA_v0.1-96 50000 70000 0.49385
Pdest_CA_v0.1-96 60000 80000 0.47475
Pdest_CA_v0.1-96 70000 90000 0.50285
Pdest_CA_v0.1-96 80000 100000 0.51955
Pdest_CA_v0.1-96 90000 110000 0.5291
Pdest_CA_v0.1-96 100000 120000 0.5286
Pdest_CA_v0.1-96 110000 130000 0.51615
Pdest_CA_v0.1-96 120000 134889 0.50131
Pdest_CA_v0.1-97 0 20000 0.5262
Pdest_CA_v0.1-97 10000 30000 0.52055
Pdest_CA_v0.1-97 20000 40000 0.51765
Pdest_CA_v0.1-97 30000 50000 0.5174
Pdest_CA_v0.1-97 40000 60000 0.52065
Pdest_CA_v0.1-97 50000 70000 0.519
Pdest_CA_v0.1-97 60000 80000 0.52395
Pdest_CA_v0.1-97 70000 90000 0.5218
Pdest_CA_v0.1-97 80000 100000 0.5138
Pdest_CA_v0.1-97 90000 110000 0.52125
Pdest_CA_v0.1-97 100000 120000 0.5167
Pdest_CA_v0.1-97 110000 130000 0.5183
Pdest_CA_v0.1-97 120000 132907 0.525064
Pdest_CA_v0.1-98 0 20000 0.5087
Pdest_CA_v0.1-98 10000 30000 0.50505
Pdest_CA_v0.1-98 20000 40000 0.50855
Pdest_CA_v0.1-98 30000 50000 0.5143
Pdest_CA_v0.1-98 40000 60000 0.53455
Pdest_CA_v0.1-98 50000 70000 0.53115
Pdest_CA_v0.1-98 60000 80000 0.52165
Pdest_CA_v0.1-98 70000 90000 0.532082
Pdest_CA_v0.1-98 80000 100000 0.524174
Pdest_CA_v0.1-98 90000 110000 0.5257
Pdest_CA_v0.1-98 100000 120000 0.5284
Pdest_CA_v0.1-98 110000 129316 0.530027
Pdest_CA_v0.1-99 0 20000 0.5287
Pdest_CA_v0.1-99 10000 30000 0.53705
Pdest_CA_v0.1-99 20000 40000 0.5366
Pdest_CA_v0.1-99 30000 50000 0.53985
Pdest_CA_v0.1-99 40000 60000 0.532983
Pdest_CA_v0.1-99 50000 70000 0.520721
Pdest_CA_v0.1-99 60000 80000 0.53005
Pdest_CA_v0.1-99 70000 90000 0.5336
Pdest_CA_v0.1-99 80000 100000 0.5227
Pdest_CA_v0.1-99 90000 110000 0.51555
Pdest_CA_v0.1-99 100000 120000 0.523423
Pdest_CA_v0.1-99 110000 128925 0.519407
Pdest_CA_v0.1-100 0 20000 0.52415
Pdest_CA_v0.1-100 10000 30000 0.5348
Pdest_CA_v0.1-100 20000 40000 0.537
Pdest_CA_v0.1-100 30000 50000 0.4976
Pdest_CA_v0.1-100 40000 60000 0.4882
Pdest_CA_v0.1-100 50000 70000 0.51035
Pdest_CA_v0.1-100 60000 80000 0.5215
Pdest_CA_v0.1-100 70000 90000 0.517868
Pdest_CA_v0.1-100 80000 100000 0.517217
Pdest_CA_v0.1-100 90000 110000 0.5314
Pdest_CA_v0.1-100 100000 120000 0.5353
Pdest_CA_v0.1-100 110000 128725 0.512964
Pdest_CA_v0.1-101 0 20000 0.5493
Pdest_CA_v0.1-101 10000 30000 0.49855
Pdest_CA_v0.1-101 20000 40000 0.5027
Pdest_CA_v0.1-101 30000 50000 0.5033
Pdest_CA_v0.1-101 40000 60000 0.51385
Pdest_CA_v0.1-101 50000 70000 0.52685
Pdest_CA_v0.1-101 60000 80000 0.5124
Pdest_CA_v0.1-101 70000 90000 0.50385
Pdest_CA_v0.1-101 80000 100000 0.5122
Pdest_CA_v0.1-101 90000 110000 0.5174
Pdest_CA_v0.1-101 100000 120000 0.5133
Pdest_CA_v0.1-101 110000 128192 0.504013
Pdest_CA_v0.1-102 0 20000 0.51755
Pdest_CA_v0.1-102 10000 30000 0.50675
Pdest_CA_v0.1-102 20000 40000 0.5207
Pdest_CA_v0.1-102 30000 50000 0.52435
Pdest_CA_v0.1-102 40000 60000 0.51175
Pdest_CA_v0.1-102 50000 70000 0.51355
Pdest_CA_v0.1-102 60000 80000 0.527
Pdest_CA_v0.1-102 70000 90000 0.5341
Pdest_CA_v0.1-102 80000 100000 0.5331
Pdest_CA_v0.1-102 90000 110000 0.53215
Pdest_CA_v0.1-102 100000 120000 0.51705
Pdest_CA_v0.1-102 110000 125081 0.49937
Pdest_CA_v0.1-103 0 20000 0.501301
Pdest_CA_v0.1-103 10000 30000 0.524875
Pdest_CA_v0.1-103 20000 40000 0.530781
Pdest_CA_v0.1-103 30000 50000 0.5259
Pdest_CA_v0.1-103 40000 60000 0.5125
Pdest_CA_v0.1-103 50000 70000 0.49575
Pdest_CA_v0.1-103 60000 80000 0.4922
Pdest_CA_v0.1-103 70000 90000 0.4912
Pdest_CA_v0.1-103 80000 100000 0.49355
Pdest_CA_v0.1-103 90000 110000 0.51675
Pdest_CA_v0.1-103 100000 120000 0.5246
Pdest_CA_v0.1-103 110000 120791 0.516727
Pdest_CA_v0.1-104 0 20000 0.477477
Pdest_CA_v0.1-104 10000 30000 0.50345
Pdest_CA_v0.1-104 20000 40000 0.51545
Pdest_CA_v0.1-104 30000 50000 0.51046
Pdest_CA_v0.1-104 40000 60000 0.490891
Pdest_CA_v0.1-104 50000 70000 0.50685
Pdest_CA_v0.1-104 60000 80000 0.51915
Pdest_CA_v0.1-104 70000 90000 0.50925
Pdest_CA_v0.1-104 80000 100000 0.51535
Pdest_CA_v0.1-104 90000 110000 0.5075
Pdest_CA_v0.1-104 100000 120000 0.485035
Pdest_CA_v0.1-104 110000 120235 0.475477
Pdest_CA_v0.1-105 0 20000 0.51565
Pdest_CA_v0.1-105 10000 30000 0.5224
Pdest_CA_v0.1-105 20000 40000 0.51115
Pdest_CA_v0.1-105 30000 50000 0.506
Pdest_CA_v0.1-105 40000 60000 0.50375
Pdest_CA_v0.1-105 50000 70000 0.4964
Pdest_CA_v0.1-105 60000 80000 0.50065
Pdest_CA_v0.1-105 70000 90000 0.50825
Pdest_CA_v0.1-105 80000 100000 0.5236
Pdest_CA_v0.1-105 90000 110000 0.5226
Pdest_CA_v0.1-105 100000 119621 0.513786
Pdest_CA_v0.1-106 0 20000 0.50435
Pdest_CA_v0.1-106 10000 30000 0.50015
Pdest_CA_v0.1-106 20000 40000 0.4924
Pdest_CA_v0.1-106 30000 50000 0.5017
Pdest_CA_v0.1-106 40000 60000 0.49515
Pdest_CA_v0.1-106 50000 70000 0.50655
Pdest_CA_v0.1-106 60000 80000 0.52935
Pdest_CA_v0.1-106 70000 90000 0.5244
Pdest_CA_v0.1-106 80000 100000 0.52945
Pdest_CA_v0.1-106 90000 110000 0.53445
Pdest_CA_v0.1-106 100000 119421 0.527676
Pdest_CA_v0.1-107 0 20000 0.52455
Pdest_CA_v0.1-107 10000 30000 0.51795
Pdest_CA_v0.1-107 20000 40000 0.5038
Pdest_CA_v0.1-107 30000 50000 0.5042
Pdest_CA_v0.1-107 40000 60000 0.51285
Pdest_CA_v0.1-107 50000 70000 0.49995
Pdest_CA_v0.1-107 60000 80000 0.48625
Pdest_CA_v0.1-107 70000 90000 0.494646
Pdest_CA_v0.1-107 80000 100000 0.500385
Pdest_CA_v0.1-107 100000 117070 0.392442
Pdest_CA_v0.1-108 0 20000 0.516517
Pdest_CA_v0.1-108 10000 30000 0.511562
Pdest_CA_v0.1-108 20000 40000 0.51805
Pdest_CA_v0.1-108 30000 50000 0.5175
Pdest_CA_v0.1-108 40000 60000 0.5153
Pdest_CA_v0.1-108 50000 70000 0.52695
Pdest_CA_v0.1-108 60000 80000 0.5198
Pdest_CA_v0.1-108 70000 90000 0.514
Pdest_CA_v0.1-108 80000 100000 0.52645
Pdest_CA_v0.1-108 90000 110000 0.5264
Pdest_CA_v0.1-108 100000 116997 0.522563
Pdest_CA_v0.1-109 0 20000 0.517
Pdest_CA_v0.1-109 10000 30000 0.51805
Pdest_CA_v0.1-109 20000 40000 0.5204
Pdest_CA_v0.1-109 30000 50000 0.51982
Pdest_CA_v0.1-109 40000 60000 0.527578
Pdest_CA_v0.1-109 50000 70000 0.53015
Pdest_CA_v0.1-109 60000 80000 0.515
Pdest_CA_v0.1-109 70000 90000 0.51425
Pdest_CA_v0.1-109 80000 100000 0.52035
Pdest_CA_v0.1-109 90000 110000 0.5173
Pdest_CA_v0.1-109 100000 115891 0.515847
Pdest_CA_v0.1-110 0 20000 0.49695
Pdest_CA_v0.1-110 10000 30000 0.5118
Pdest_CA_v0.1-110 20000 40000 0.52475
Pdest_CA_v0.1-110 30000 50000 0.516867
Pdest_CA_v0.1-110 40000 60000 0.515916
Pdest_CA_v0.1-110 50000 70000 0.5193
Pdest_CA_v0.1-110 60000 80000 0.5271
Pdest_CA_v0.1-110 70000 90000 0.517
Pdest_CA_v0.1-110 80000 100000 0.5075
Pdest_CA_v0.1-110 90000 110000 0.52035
Pdest_CA_v0.1-110 100000 110845 0.532411
Pdest_CA_v0.1-111 0 20000 0.50435
Pdest_CA_v0.1-111 10000 30000 0.50735
Pdest_CA_v0.1-111 20000 40000 0.518
Pdest_CA_v0.1-111 30000 50000 0.5333
Pdest_CA_v0.1-111 40000 60000 0.54385
Pdest_CA_v0.1-111 50000 70000 0.51925
Pdest_CA_v0.1-111 60000 80000 0.50255
Pdest_CA_v0.1-111 70000 90000 0.51755
Pdest_CA_v0.1-111 80000 100000 0.5287
Pdest_CA_v0.1-111 90000 108071 0.531349
Pdest_CA_v0.1-112 0 20000 0.5092
Pdest_CA_v0.1-112 10000 30000 0.52825
Pdest_CA_v0.1-112 20000 40000 0.5256
Pdest_CA_v0.1-112 30000 50000 0.523
Pdest_CA_v0.1-112 40000 60000 0.5259
Pdest_CA_v0.1-112 50000 70000 0.52325
Pdest_CA_v0.1-112 60000 80000 0.52375
Pdest_CA_v0.1-112 70000 90000 0.5208
Pdest_CA_v0.1-112 80000 100000 0.50005
Pdest_CA_v0.1-112 90000 106501 0.504878
Pdest_CA_v0.1-113 0 20000 0.495
Pdest_CA_v0.1-113 10000 30000 0.51155
Pdest_CA_v0.1-113 20000 40000 0.50935
Pdest_CA_v0.1-113 30000 50000 0.50025
Pdest_CA_v0.1-113 40000 60000 0.501502
Pdest_CA_v0.1-113 50000 70000 0.505956
Pdest_CA_v0.1-113 60000 80000 0.5115
Pdest_CA_v0.1-113 70000 90000 0.5213
Pdest_CA_v0.1-113 80000 100000 0.533
Pdest_CA_v0.1-113 90000 105301 0.529181
Pdest_CA_v0.1-114 0 20000 0.49365
Pdest_CA_v0.1-114 10000 30000 0.5107
Pdest_CA_v0.1-114 20000 40000 0.51865
Pdest_CA_v0.1-114 30000 50000 0.5197
Pdest_CA_v0.1-114 40000 60000 0.5193
Pdest_CA_v0.1-114 50000 70000 0.5172
Pdest_CA_v0.1-114 60000 80000 0.52415
Pdest_CA_v0.1-114 70000 90000 0.5298
Pdest_CA_v0.1-114 80000 100000 0.539028
Pdest_CA_v0.1-114 90000 104589 0.552615
Pdest_CA_v0.1-115 0 20000 0.49845
Pdest_CA_v0.1-115 10000 30000 0.5328
Pdest_CA_v0.1-115 20000 40000 0.5383
Pdest_CA_v0.1-115 30000 50000 0.5241
Pdest_CA_v0.1-115 40000 60000 0.52585
Pdest_CA_v0.1-115 50000 70000 0.52245
Pdest_CA_v0.1-115 60000 80000 0.5293
Pdest_CA_v0.1-115 70000 90000 0.53265
Pdest_CA_v0.1-115 80000 100000 0.52615
Pdest_CA_v0.1-115 90000 103527 0.522806
Pdest_CA_v0.1-116 0 20000 0.52095
Pdest_CA_v0.1-116 10000 30000 0.5275
Pdest_CA_v0.1-116 20000 40000 0.5318
Pdest_CA_v0.1-116 30000 50000 0.52415
Pdest_CA_v0.1-116 40000 60000 0.51995
Pdest_CA_v0.1-116 50000 70000 0.5242
Pdest_CA_v0.1-116 60000 80000 0.5304
Pdest_CA_v0.1-116 70000 90000 0.5054
Pdest_CA_v0.1-116 80000 100000 0.48405
Pdest_CA_v0.1-116 90000 102626 0.494377
Pdest_CA_v0.1-117 0 20000 0.5172
Pdest_CA_v0.1-117 10000 30000 0.5345
Pdest_CA_v0.1-117 20000 40000 0.5387
Pdest_CA_v0.1-117 30000 50000 0.53105
Pdest_CA_v0.1-117 40000 60000 0.51895
Pdest_CA_v0.1-117 50000 70000 0.51795
Pdest_CA_v0.1-117 60000 80000 0.52355
Pdest_CA_v0.1-117 70000 90000 0.51365
Pdest_CA_v0.1-117 80000 100000 0.51195
Pdest_CA_v0.1-117 90000 102532 0.507501
Pdest_CA_v0.1-118 0 20000 0.5111
Pdest_CA_v0.1-118 10000 30000 0.5088
Pdest_CA_v0.1-118 20000 40000 0.50545
Pdest_CA_v0.1-118 30000 50000 0.48865
Pdest_CA_v0.1-118 40000 60000 0.4794
Pdest_CA_v0.1-118 50000 70000 0.507608
Pdest_CA_v0.1-118 60000 80000 0.511461
Pdest_CA_v0.1-118 70000 90000 0.49595
Pdest_CA_v0.1-118 80000 100000 0.5028
Pdest_CA_v0.1-118 90000 102381 0.491237
Pdest_CA_v0.1-119 0 20000 0.49915
Pdest_CA_v0.1-119 10000 30000 0.5109
Pdest_CA_v0.1-119 20000 40000 0.5147
Pdest_CA_v0.1-119 30000 50000 0.493694
Pdest_CA_v0.1-119 40000 60000 0.473998
Pdest_CA_v0.1-119 50000 70000 0.482983
Pdest_CA_v0.1-119 60000 80000 0.5082
Pdest_CA_v0.1-119 70000 90000 0.5092
Pdest_CA_v0.1-119 80000 100000 0.5018
Pdest_CA_v0.1-119 90000 100681 0.503792
Pdest_CA_v0.1-120 0 20000 0.52475
Pdest_CA_v0.1-120 10000 30000 0.52785
Pdest_CA_v0.1-120 20000 40000 0.5204
Pdest_CA_v0.1-120 30000 50000 0.5375
Pdest_CA_v0.1-120 40000 60000 0.53665
Pdest_CA_v0.1-120 50000 70000 0.52355
Pdest_CA_v0.1-120 60000 80000 0.5286
Pdest_CA_v0.1-120 70000 90000 0.53745
Pdest_CA_v0.1-120 80000 100000 0.5319
Pdest_CA_v0.1-120 90000 100447 0.522925
Pdest_CA_v0.1-121 0 20000 0.5288
Pdest_CA_v0.1-121 10000 30000 0.5194
Pdest_CA_v0.1-121 20000 40000 0.51745
Pdest_CA_v0.1-121 30000 50000 0.5124
Pdest_CA_v0.1-121 40000 60000 0.52535
Pdest_CA_v0.1-121 50000 70000 0.52415
Pdest_CA_v0.1-121 60000 80000 0.5041
Pdest_CA_v0.1-121 70000 90000 0.4966
Pdest_CA_v0.1-121 80000 100000 0.50405
Pdest_CA_v0.1-121 90000 100253 0.520238
Pdest_CA_v0.1-122 0 20000 0.518919
Pdest_CA_v0.1-122 10000 30000 0.52325
Pdest_CA_v0.1-122 20000 40000 0.5271
Pdest_CA_v0.1-122 30000 50000 0.53305
Pdest_CA_v0.1-122 40000 60000 0.531281
Pdest_CA_v0.1-122 50000 70000 0.528078
Pdest_CA_v0.1-122 60000 80000 0.52315
Pdest_CA_v0.1-122 70000 90000 0.51945
Pdest_CA_v0.1-122 80000 99921 0.525325
Pdest_CA_v0.1-123 0 20000 0.5112
Pdest_CA_v0.1-123 10000 30000 0.5398
Pdest_CA_v0.1-123 20000 40000 0.54505
Pdest_CA_v0.1-123 30000 50000 0.56045
Pdest_CA_v0.1-123 40000 60000 0.5496
Pdest_CA_v0.1-123 50000 70000 0.5314
Pdest_CA_v0.1-123 60000 80000 0.523
Pdest_CA_v0.1-123 70000 90000 0.52125
Pdest_CA_v0.1-123 80000 99350 0.527855
Pdest_CA_v0.1-124 0 20000 0.49805
Pdest_CA_v0.1-124 10000 30000 0.51205
Pdest_CA_v0.1-124 20000 40000 0.5186
Pdest_CA_v0.1-124 30000 50000 0.52525
Pdest_CA_v0.1-124 40000 60000 0.52595
Pdest_CA_v0.1-124 50000 70000 0.51705
Pdest_CA_v0.1-124 60000 80000 0.5044
Pdest_CA_v0.1-124 70000 90000 0.49955
Pdest_CA_v0.1-124 80000 98038 0.512086
Pdest_CA_v0.1-125 0 20000 0.4616
Pdest_CA_v0.1-125 10000 30000 0.513
Pdest_CA_v0.1-125 20000 40000 0.51965
Pdest_CA_v0.1-125 30000 50000 0.51705
Pdest_CA_v0.1-125 40000 60000 0.4967
Pdest_CA_v0.1-125 50000 70000 0.49755
Pdest_CA_v0.1-125 60000 80000 0.5249
Pdest_CA_v0.1-125 70000 90000 0.5385
Pdest_CA_v0.1-125 80000 97395 0.542857
Pdest_CA_v0.1-126 0 20000 0.53015
Pdest_CA_v0.1-126 10000 30000 0.5164
Pdest_CA_v0.1-126 20000 40000 0.521171
Pdest_CA_v0.1-126 30000 50000 0.535972
Pdest_CA_v0.1-126 40000 60000 0.527828
Pdest_CA_v0.1-126 50000 70000 0.52195
Pdest_CA_v0.1-126 60000 80000 0.52375
Pdest_CA_v0.1-126 70000 90000 0.54165
Pdest_CA_v0.1-126 80000 97140 0.532205
Pdest_CA_v0.1-127 0 20000 0.51035
Pdest_CA_v0.1-127 10000 30000 0.51875
Pdest_CA_v0.1-127 20000 40000 0.52535
Pdest_CA_v0.1-127 30000 50000 0.51885
Pdest_CA_v0.1-127 40000 60000 0.52045
Pdest_CA_v0.1-127 50000 70000 0.51695
Pdest_CA_v0.1-127 60000 80000 0.5217
Pdest_CA_v0.1-127 70000 90000 0.52975
Pdest_CA_v0.1-127 80000 97101 0.510438
Pdest_CA_v0.1-128 0 20000 0.52645
Pdest_CA_v0.1-128 10000 30000 0.4968
Pdest_CA_v0.1-128 20000 40000 0.5032
Pdest_CA_v0.1-128 30000 50000 0.52295
Pdest_CA_v0.1-128 40000 60000 0.51395
Pdest_CA_v0.1-128 50000 70000 0.51085
Pdest_CA_v0.1-128 60000 80000 0.52155
Pdest_CA_v0.1-128 70000 90000 0.5193
Pdest_CA_v0.1-128 80000 96930 0.515062
Pdest_CA_v0.1-129 0 20000 0.52645
Pdest_CA_v0.1-129 10000 30000 0.53425
Pdest_CA_v0.1-129 20000 40000 0.52705
Pdest_CA_v0.1-129 30000 50000 0.51665
Pdest_CA_v0.1-129 40000 60000 0.5113
Pdest_CA_v0.1-129 50000 70000 0.5099
Pdest_CA_v0.1-129 60000 80000 0.5164
Pdest_CA_v0.1-129 70000 90000 0.50925
Pdest_CA_v0.1-129 80000 96112 0.50149
Pdest_CA_v0.1-130 0 20000 0.53295
Pdest_CA_v0.1-130 10000 30000 0.52165
Pdest_CA_v0.1-130 20000 40000 0.4986
Pdest_CA_v0.1-130 30000 50000 0.50175
Pdest_CA_v0.1-130 40000 60000 0.501
Pdest_CA_v0.1-130 50000 70000 0.50205
Pdest_CA_v0.1-130 60000 80000 0.5119
Pdest_CA_v0.1-130 70000 90000 0.50215
Pdest_CA_v0.1-130 80000 95026 0.492147
Pdest_CA_v0.1-131 0 20000 0.52255
Pdest_CA_v0.1-131 10000 30000 0.5193
Pdest_CA_v0.1-131 20000 40000 0.51635
Pdest_CA_v0.1-131 30000 50000 0.5104
Pdest_CA_v0.1-131 40000 60000 0.5104
Pdest_CA_v0.1-131 50000 70000 0.51925
Pdest_CA_v0.1-131 60000 80000 0.5195
Pdest_CA_v0.1-131 70000 90000 0.53015
Pdest_CA_v0.1-131 80000 94885 0.51824
Pdest_CA_v0.1-132 0 20000 0.4838
Pdest_CA_v0.1-132 10000 30000 0.4835
Pdest_CA_v0.1-132 20000 40000 0.5126
Pdest_CA_v0.1-132 30000 50000 0.52215
Pdest_CA_v0.1-132 40000 60000 0.51765
Pdest_CA_v0.1-132 50000 70000 0.49915
Pdest_CA_v0.1-132 60000 80000 0.5005
Pdest_CA_v0.1-132 70000 90000 0.516
Pdest_CA_v0.1-132 80000 92900 0.517984
Pdest_CA_v0.1-133 0 20000 0.50735
Pdest_CA_v0.1-133 10000 30000 0.5261
Pdest_CA_v0.1-133 20000 40000 0.51835
Pdest_CA_v0.1-133 30000 50000 0.51105
Pdest_CA_v0.1-133 40000 60000 0.495445
Pdest_CA_v0.1-133 50000 70000 0.508559
Pdest_CA_v0.1-133 60000 80000 0.52115
Pdest_CA_v0.1-133 70000 90000 0.5289
Pdest_CA_v0.1-133 80000 92776 0.53465
Pdest_CA_v0.1-134 0 20000 0.524274
Pdest_CA_v0.1-134 10000 30000 0.52285
Pdest_CA_v0.1-134 20000 40000 0.52685
Pdest_CA_v0.1-134 30000 50000 0.536386
Pdest_CA_v0.1-134 40000 60000 0.534334
Pdest_CA_v0.1-134 50000 70000 0.53145
Pdest_CA_v0.1-134 60000 80000 0.51725
Pdest_CA_v0.1-134 70000 90000 0.508503
Pdest_CA_v0.1-134 80000 91730 0.513786
Pdest_CA_v0.1-135 0 20000 0.5129
Pdest_CA_v0.1-135 10000 30000 0.51975
Pdest_CA_v0.1-135 20000 40000 0.51455
Pdest_CA_v0.1-135 30000 50000 0.51755
Pdest_CA_v0.1-135 40000 60000 0.5152
Pdest_CA_v0.1-135 50000 70000 0.5249
Pdest_CA_v0.1-135 60000 80000 0.5269
Pdest_CA_v0.1-135 70000 90000 0.5131
Pdest_CA_v0.1-135 80000 91367 0.506994
Pdest_CA_v0.1-136 0 20000 0.508
Pdest_CA_v0.1-136 10000 30000 0.51365
Pdest_CA_v0.1-136 20000 40000 0.5185
Pdest_CA_v0.1-136 30000 50000 0.5254
